,Eosinophil,pair
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.015,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",-0.102,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.0631,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.2541,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.3612,"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.6193,"('B', 'CD4', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.4087,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.1709,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",-0.079,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.434,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.1493,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",-0.0549,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')",0.525,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",-0.0259,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",-0.0544,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.234,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.4484,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2713,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.3812,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.3992,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.3676,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",-0.1311,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.6498,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",-0.529,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",-0.4077,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.4796,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.0334,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",-0.1005,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.162,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",-0.275,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",-0.2482,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.3234,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.0677,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.5093,"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.0955,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.0207,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",-0.306,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.0623,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.0749,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.4026,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.5197,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.2207,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6022,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.6461,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5094,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3455,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.6034,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6979,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5729,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6031,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5484,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.4241,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.6965,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.811,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.5201,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.8672,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.1766,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5517,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil')",0.6497,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.617,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.6268,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6257,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.4649,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.2496,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.2329,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2272,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",-0.0748,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",-0.0551,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')",-0.0988,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.2532,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",-0.0831,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",-0.0629,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.4717,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.1728,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.3985,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.1909,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.013,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.4184,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.3917,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.3773,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4891,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4058,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.325,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')",0.2716,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.3396,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.3013,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.2801,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.5775,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3934,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.642,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5437,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",0.3796,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",-0.4597,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",-0.0749,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",-0.292,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",-0.3679,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.4229,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')",-0.0804,"('Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.7202,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.3141,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.4961,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.5524,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4623,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.2264,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')",0.5213,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4627,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.2504,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.5146,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')",0.7302,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Neutrophil')"
